Bengali,Meitei Mayek
লাইরৈবাক্তা,ꯂꯥꯏꯔꯩꯕꯥꯛꯇꯥ
উত্রোঙ্দুগী,ꯎꯇꯔ꯭ꯣꯡꯗꯨꯒꯤ
হায়রিবশীংসি,ꯍꯥꯌꯔꯤꯕꯁꯤꯡꯁꯤ
মেন্যুফেচরর,ꯃꯦꯅꯌ꯭ꯨꯐꯦꯆꯔꯔ
অনাবশীংগীদি,ꯑꯅꯥꯕꯁꯤꯡꯒꯤꯗꯤ
থিসোরসশিংবু,ꯊꯤꯁꯣꯔꯁꯁꯤꯡꯕꯨ
শম্কক্পদুসু,ꯁꯝꯀꯛꯄꯗꯨꯁꯨ
পেকেজশিংদগী,ꯄꯦꯀꯦꯖꯁꯤꯡꯗꯒꯤ
নিংশীংগদবনি,ꯅꯤꯡꯁꯤꯡꯒꯗꯕꯅꯤ
মণিপুরদগীসু,ꯃꯅꯤꯄꯨꯔꯗꯒꯤꯁꯨ
ভেজেটেটিভলি,ꯚꯦꯖꯦꯇꯦꯇꯤꯚꯂꯤ
প্রোজেক্টসি,ꯄꯔ꯭ꯣꯖꯦꯛꯇꯁꯤ
শেংদোক্নবনি,ꯁꯦꯡꯗꯣꯛꯅꯕꯅꯤ
ত্রাফিক্কীং,ꯇꯔ꯭ꯥꯐꯤꯛꯀꯤꯡ
দিরাইভেটিভস,ꯗꯤꯔꯥꯏꯚꯦꯇꯤꯚꯁ
হায়্জদবোইরে,ꯍꯥꯌꯖꯗꯕꯣꯏꯔꯦ
পায়্খিবোইরে,ꯄꯥꯌꯈꯤꯕꯣꯏꯔꯦ
পুন্সিন্নখি,ꯄꯨꯟꯁꯤꯟꯅꯈꯤ
শান্নরম্মী,ꯁꯥꯟꯅꯔꯝꯃꯤ
খুত্শাংবীগী,ꯈꯨꯠꯁꯥꯡꯕꯤꯒꯤ
ব্রিদরশীংদি,ꯕꯔ꯭ꯤꯗꯔꯁꯤꯡꯗꯤ
প্রিমেত্রিক,ꯄꯔ꯭ꯤꯃꯦꯇꯔ꯭ꯤꯛ
খোঙ্শান্খরে,ꯈꯣꯡꯁꯥꯟꯈꯔꯦ
পাম্নরিবসি,ꯄꯥꯝꯅꯔꯤꯕꯁꯤ
থুগাইবদগীদি,ꯊꯨꯒꯥꯏꯕꯗꯒꯤꯗꯤ
য়াউরিবশীংদু,ꯌꯥꯎꯔꯤꯕꯁꯤꯡꯗꯨ
ফেক্টরশীংদি,ꯐꯦꯛꯇꯔꯁꯤꯡꯗꯤ
নিংশীংগদবদি,ꯅꯤꯡꯁꯤꯡꯒꯗꯕꯗꯤ
বিদ্যাচঃদ্র,ꯕꯤꯗꯌ꯭ꯥꯆঃꯗꯔ꯭
বিয়াররশিংগী,ꯕꯤꯌꯥꯔꯔꯁꯤꯡꯒꯤ
শিজিন্নবীয়ু,ꯁꯤꯖꯤꯟꯅꯕꯤꯌꯨ
প্রসিদেন্সি,ꯄꯔ꯭ꯁꯤꯗꯦꯟꯁꯤ
কেসফেটালিটি,ꯀꯦꯁꯐꯦꯇꯥꯂꯤꯇꯤ
নুংশিজবদুগী,ꯅꯨꯡꯁꯤꯖꯕꯗꯨꯒꯤ
কম্যুনিকেবল,ꯀꯃꯌ꯭ꯨꯅꯤꯀꯦꯕꯜ
য়ুনিফোর্মগী,ꯌꯨꯅꯤꯐꯣꯔꯃꯒꯤ
কঞ্জাভর্েসন,ꯀꯟꯖꯥꯚꯔꯦꯁꯟ
ওফিসারশিংবু,ꯑꯣꯐꯤꯁꯥꯔꯁꯤꯡꯕꯨ
সমাজবিগ্যান,ꯁꯃꯥꯖꯕꯤꯒꯌ꯭ꯥꯟ
হোত্নরবোইরে,ꯍꯣꯠꯅꯔꯕꯣꯏꯔꯦ
সোর্সশিংদগী,ꯁꯣꯔꯁꯁꯤꯡꯗꯒꯤ
চাউশাংহল্লি,ꯆꯥꯎꯁꯥꯡꯍꯜꯂꯤ
ইকোক্নোন্না,ꯏꯀꯣꯛꯅꯣꯟꯅꯥ
ফোটোকোপিয়িং,ꯐꯣꯇꯣꯀꯣꯄꯤꯌꯤꯡ
একাদমিশিংগী,ꯑꯦꯀꯥꯗꯃꯤꯁꯤꯡꯒꯤ
তান্নরক্পদু,ꯇꯥꯟꯅꯔꯛꯄꯗꯨ
অমোৎঅকাইশিং,ꯑꯃꯣꯠꯑꯀꯥꯏꯁꯤꯡ
পোপুলেসন্দা,ꯄꯣꯄꯨꯂꯦꯁꯟꯗꯥ
সেন্টরষ্টেট,ꯁꯦꯟꯇꯔꯁꯇꯦꯠ
হায়্নখ্রববো,ꯍꯥꯌꯅꯈꯔ꯭ꯕꯕꯣ
হুইশীংদগীনি,ꯍꯨꯏꯁꯤꯡꯗꯒꯤꯅꯤ
দিহাইদ্রেসন,ꯗꯤꯍꯥꯏꯗꯔ꯭ꯦꯁꯟ
দিজাষ্টরদগী,ꯗꯤꯖꯥꯁꯇꯔꯗꯒꯤ
খুদোংচারবদি,ꯈꯨꯗꯣꯡꯆꯥꯔꯕꯗꯤ
অৱাঅনাশীংবু,ꯑꯋꯥꯑꯅꯥꯁꯤꯡꯕꯨ
দিসএবিলিটিজ,ꯗꯤꯁꯑꯦꯕꯤꯂꯤꯇꯤꯖ
চাউশীন্নবগী,ꯆꯥꯎꯁꯤꯟꯅꯕꯒꯤ
এক্সলেরেটেদ,ꯑꯦꯛꯁꯂꯦꯔꯦꯇꯦꯗ
ইফিসিয়েন্সি,ꯏꯐꯤꯁꯤꯌꯦꯟꯁꯤ
হাপ্পিগদবনি,ꯍꯥꯞꯄꯤꯒꯗꯕꯅꯤ
সিঙ্গরশিংসু,ꯁꯤꯡꯒꯔꯁꯤꯡꯁꯨ
ইন্দস্টত্রি,ꯏꯟꯗꯁꯇꯇꯔ꯭ꯤ
খোংথাংশিংদু,ꯈꯣꯡꯊꯥꯡꯁꯤꯡꯗꯨ
ইন্সপেক্টিং,ꯏꯟꯁꯄꯦꯛꯇꯤꯡ
অতিয়ারোম্দা,ꯑꯇꯤꯌꯥꯔꯣꯝꯗꯥ
ইন্দিভিজুএল,ꯏꯟꯗꯤꯚꯤꯖꯨꯑꯦꯜ
মরুপ্কুম্না,ꯃꯔꯨꯞꯀꯨꯝꯅꯥ
চংমিন্নখ্রে,ꯆꯪꯃꯤꯟꯅꯈꯔ꯭ꯦ
পোত্থাহল্লু,ꯄꯣꯠꯊꯥꯍꯜꯂꯨ
স্কোলারিশিপ,ꯁꯀ꯭ꯣꯂꯥꯔꯤꯁꯤꯞ
খূঙ্গংগ্রাম,ꯈꯨꯡꯒꯪꯒꯔ꯭ꯥꯝ
লাইয়েংবগীদি,ꯂꯥꯏꯌꯦꯡꯕꯒꯤꯗꯤ
ত্রান্সভর্স,ꯇꯔ꯭ꯥꯟꯁꯚꯔꯁ
হায়দ্রোসিলি,ꯍꯥꯌꯗꯔ꯭ꯣꯁꯤꯂꯤ
দাইরক্টোরেট,ꯗꯥꯏꯔꯛꯇꯣꯔꯦꯠ
লাইরিক্তুসু,ꯂꯥꯏꯔꯤꯛꯇꯨꯁꯨ
এদজুদিকেটিং,ꯑꯦꯗꯖꯨꯗꯤꯀꯦꯇꯤꯡ
খল্লিবশীংদু,ꯈꯜꯂꯤꯕꯁꯤꯡꯗꯨ
ওর্গনাইজেশন,ꯑꯣꯔꯒꯅꯥꯏꯖꯦꯁꯟ
হার্মোনাইজদ,ꯍꯥꯔꯃꯣꯅꯥꯏꯖꯗ
হূহল্লোইদগে,ꯍꯨꯍꯜꯂꯣꯏꯗꯒꯦ
কাংবুশীংদদি,ꯀꯥꯡꯕꯨꯁꯤꯡꯗꯗꯤ
ইন্তরেক্তিব,ꯏꯟꯇꯔꯦꯛꯇꯤꯕ
ফুরিৎখাওদগী,ꯐꯨꯔꯤꯠꯈꯥꯑꯣꯗꯒꯤ
কম্পোজিসনেল,ꯀꯝꯄꯣꯖꯤꯁꯅꯦꯜ
চানীংমাল্লে,ꯆꯥꯅꯤꯡꯃꯥꯜꯂꯦ
য়ুনিভর্সিতি,ꯌꯨꯅꯤꯚꯔꯁꯤꯇꯤ
পেরাসিটামোল,ꯄꯦꯔꯥꯁꯤꯇꯥꯃꯣꯜ
হোল্লিবদুগী,ꯍꯣꯜꯂꯤꯕꯗꯨꯒꯤ
হুম্ফুনিপান,ꯍꯨꯝꯐꯨꯅꯤꯄꯥꯟ
পীজরুরবোইরে,ꯄꯤꯖꯔꯨꯔꯕꯣꯏꯔꯦ
প্রাইসশীংগী,ꯄꯔ꯭ꯥꯏꯁꯁꯤꯡꯒꯤ
পাউমীশিংদগী,ꯄꯥꯎꯃꯤꯁꯤꯡꯗꯒꯤ
কন্সোর্সিয়ম,ꯀꯟꯁꯣꯔꯁꯤꯌꯝ
খুত্শাংবীদো,ꯈꯨꯠꯁꯥꯡꯕꯤꯗꯣ
নুংঙাইহল্লু,ꯅꯨꯡꯉꯥꯏꯍꯜꯂꯨ
লাইচৎশীংদদি,ꯂꯥꯏꯆꯠꯁꯤꯡꯗꯗꯤ
কম্পনিশীংগী,ꯀꯝꯄꯅꯤꯁꯤꯡꯒꯤ
লাইচৎশীংদগী,ꯂꯥꯏꯆꯠꯁꯤꯡꯗꯒꯤ
খুদোংথীরবনি,ꯈꯨꯗꯣꯡꯊꯤꯔꯕꯅꯤ
শাজিন্নরেদো,ꯁꯥꯖꯤꯟꯅꯔꯦꯗꯣ
ভট্টচার্য্য,ꯚꯠꯇꯆꯥꯔꯌ꯭ꯌ꯭
শেংদোক্নবগী,ꯁꯦꯡꯗꯣꯛꯅꯕꯒꯤ
তান্নরক্পবু,ꯇꯥꯟꯅꯔꯛꯄꯕꯨ
নাল্লুসৱামি,ꯅꯥꯜꯂꯨꯁꯋꯥꯃꯤ
পাংবীগদবনি,ꯄꯥꯡꯕꯤꯒꯗꯕꯅꯤ
হায়্খিবোইরে,ꯍꯥꯌꯈꯤꯕꯣꯏꯔꯦ
কন্ত্রাক্সন,ꯀꯟꯇꯔ꯭ꯥꯛꯁꯟ
কেন্দিয়াসিস,ꯀꯦꯟꯗꯤꯌꯥꯁꯤꯁ
শিজন্নগদবনি,ꯁꯤꯖꯟꯅꯒꯗꯕꯅꯤ
ওফেন্সশীংগী,ꯑꯣꯐꯦꯟꯁꯁꯤꯡꯒꯤ
প্রোসেসরশীং,ꯄꯔ꯭ꯣꯁꯦꯁꯔꯁꯤꯡ
সিলিন্দরশীং,ꯁꯤꯂꯤꯟꯗꯔꯁꯤꯡ
আর্টিষ্টশীং,ꯑꯥꯔꯇꯤꯁꯇꯁꯤꯡ
লান্নলান্না,ꯂꯥꯟꯅꯂꯥꯟꯅꯥ
লাইবক্থিবদি,ꯂꯥꯏꯕꯛꯊꯤꯕꯗꯤ
প্রোফেস্নেল,ꯄꯔ꯭ꯣꯐꯦꯁꯅꯦꯜ
মীওইশিংদুগী,ꯃꯤꯑꯣꯏꯁꯤꯡꯗꯨꯒꯤ
মাংথোক্খ্রে,ꯃꯥꯡꯊꯣꯛꯈꯔ꯭ꯦ
চেন্থোক্কনু,ꯆꯦꯟꯊꯣꯛꯀꯅꯨ
শোয়নাইবগীদি,ꯁꯣꯌꯅꯥꯏꯕꯒꯤꯗꯤ
কম্পোষ্টদগী,ꯀꯝꯄꯣꯁꯇꯗꯒꯤ
লিপোপ্রোটিন,ꯂꯤꯄꯣꯄꯔ꯭ꯣꯇꯤꯟ
লোইথোক্খ্রে,ꯂꯣꯏꯊꯣꯛꯈꯔ꯭ꯦ
মীওইএন্টিটি,ꯃꯤꯑꯣꯏꯑꯦꯟꯇꯤꯇꯤ
এস্পিরেসনেল,ꯑꯦꯁꯄꯤꯔꯦꯁꯅꯦꯜ
দিহায়দ্রেসন,ꯗꯤꯍꯥꯌꯗꯔ꯭ꯦꯁꯟ
মায়্কৈদুদগী,ꯃꯥꯌꯀꯩꯗꯨꯗꯒꯤ
কম্যুনিকেসন,ꯀꯃꯌ꯭ꯨꯅꯤꯀꯦꯁꯟ
ক্লিয়ারেন্স,ꯀꯂ꯭ꯤꯌꯥꯔꯦꯟꯁ
য়োংয়াম্দুগী,ꯌꯣꯡꯌꯥꯝꯗꯨꯒꯤ
অনৌবাপাউশিং,ꯑꯅꯧꯕꯥꯄꯥꯎꯁꯤꯡ
রিপ্রেজেন্ট,ꯔꯤꯄꯔ꯭ꯦꯖꯦꯟꯇ
সর্ভিসশীংবু,ꯁꯔꯚꯤꯁꯁꯤꯡꯕꯨ
খোঙ্গোইবিরে,ꯈꯣꯡꯒꯣꯏꯕꯤꯔꯦ
কুপ্পীগদবনি,ꯀꯨꯞꯄꯤꯒꯗꯕꯅꯤ
কণ্টেক্টশীং,ꯀꯟꯇꯦꯛꯇꯁꯤꯡ
ভিলেজদগীনি,ꯚꯤꯂꯦꯖꯗꯒꯤꯅꯤ
লাইভয়েংবিয়ু,ꯂꯥꯏꯚꯌꯦꯡꯕꯤꯌꯨ
হোংদোক্নবগী,ꯍꯣꯡꯗꯣꯛꯅꯕꯒꯤ
খুন্জাশিংদি,ꯈꯨꯟꯖꯥꯁꯤꯡꯗꯤ
প্রোতেক্তিভ,ꯄꯔ꯭ꯣꯇꯦꯛꯇꯤꯚ
ফ্লাইওভরশীং,ꯐꯂ꯭ꯥꯏꯑꯣꯚꯔꯁꯤꯡ
ত্রাইবশীংগী,ꯇꯔ꯭ꯥꯏꯕꯁꯤꯡꯒꯤ
এক্ত্রিমিজম,ꯑꯦꯛꯇꯔ꯭ꯤꯃꯤꯖꯝ
পার্ফোর্মিং,ꯄꯥꯔꯐꯣꯔꯃꯤꯡ
লৈহল্লোইদগে,ꯂꯩꯍꯜꯂꯣꯏꯗꯒꯦ
পান্মিন্নরে,ꯄꯥꯟꯃꯤꯟꯅꯔꯦ
ওদিয়েন্সশিং,ꯑꯣꯗꯤꯌꯦꯟꯁꯁꯤꯡ
অধিকারশীংগী,ꯑꯙꯤꯀꯥꯔꯁꯤꯡꯒꯤ
বাইওদিগ্রেদ,ꯕꯥꯏꯑꯣꯗꯤꯒꯔ꯭ꯦꯗ
প্রেক্টিসেস,ꯄꯔ꯭ꯦꯛꯇꯤꯁꯦꯁ
খঙ্দ্রবোইয়ে,ꯈꯡꯗꯔ꯭ꯕꯣꯏꯌꯦ
চত্থবদুবুনি,ꯆꯠꯊꯕꯗꯨꯕꯨꯅꯤ
এক্সপ্রেসকী,ꯑꯦꯛꯁꯄꯔ꯭ꯦꯁꯀꯤ
বিহেবিয়রশীং,ꯕꯤꯍꯦꯕꯤꯌꯔꯁꯤꯡ
প্লেয়রশিংবু,ꯄꯂ꯭ꯦꯌꯔꯁꯤꯡꯕꯨ
থোংথাক্নবগী,ꯊꯣꯡꯊꯥꯛꯅꯕꯒꯤ
ষ্ট্রাটেজিক,ꯁꯇ꯭ꯔ꯭ꯥꯇꯦꯖꯤꯛ
নখোন্জেন্দি,ꯅꯈꯣꯟꯖꯦꯟꯗꯤ
মীওইশীংদুবু,ꯃꯤꯑꯣꯏꯁꯤꯡꯗꯨꯕꯨ
হোরাইজেন্তল,ꯍꯣꯔꯥꯏꯖꯦꯟꯇꯜ
ষ্ট্রাইক্না,ꯁꯇ꯭ꯔ꯭ꯥꯏꯛꯅꯥ
কম্ম্যুনিটি,ꯀꯝꯃꯌ꯭ꯨꯅꯤꯇꯤ
য়ুম্দোন্পোক,ꯌꯨꯝꯗꯣꯟꯄꯣꯛ
পার্সেন্টেজ,ꯄꯥꯔꯁꯦꯟꯇꯦꯖ
লান্মীশিংদু,ꯂꯥꯟꯃꯤꯁꯤꯡꯗꯨ
ৱেবদিজাইনিং,ꯋꯦꯕꯗꯤꯖꯥꯏꯅꯤꯡ
কাঙ্জৈবুংদু,ꯀꯥꯡꯖꯩꯕꯨꯡꯗꯨ
রিসেপ্টরশীং,ꯔꯤꯁꯦꯞꯇꯔꯁꯤꯡ
লাক্চরক্কনু,ꯂꯥꯛꯆꯔꯛꯀꯅꯨ
সেন্টরষ্টেজ,ꯁꯦꯟꯇꯔꯁꯇꯦꯖ
কান্নবশিংদু,ꯀꯥꯟꯅꯕꯁꯤꯡꯗꯨ
ইন্টরনেত্তা,ꯏꯟꯇꯔꯅꯦꯠꯇꯥ
এক্রেদিটেসন,ꯑꯦꯀꯔ꯭ꯦꯗꯤꯇꯦꯁꯟ
তুংশীন্নবগী,ꯇꯨꯡꯁꯤꯟꯅꯕꯒꯤ
পীজপীথক্কনু,ꯄꯤꯖꯄꯤꯊꯛꯀꯅꯨ
সর্তিফিকেসন,ꯁꯔꯇꯤꯐꯤꯀꯦꯁꯟ
ষ্ট্রেটেজিক,ꯁꯇ꯭ꯔ꯭ꯦꯇꯦꯖꯤꯛ
প্রোসিক্যুট,ꯄꯔ꯭ꯣꯁꯤꯀꯌ꯭ꯨꯠ
রিভাইটেলাইজ,ꯔꯤꯚꯥꯏꯇꯦꯂꯥꯏꯖ
এম্ফেটামাইন,ꯑꯦꯝꯐꯦꯇꯥꯃꯥꯏꯟ
ভাইওলেন্সকী,ꯚꯥꯏꯑꯣꯂꯦꯟꯁꯀꯤ
পার্টিশিংগী,ꯄꯥꯔꯇꯤꯁꯤꯡꯒꯤ
প্রোসেশিংগী,ꯄꯔ꯭ꯣꯁꯦꯁꯤꯡꯒꯤ
বোল্লিৱুদকী,ꯕꯣꯜꯂꯤꯋꯨꯗꯀꯤ
পেরিওষ্টেঅম,ꯄꯦꯔꯤꯑꯣꯁꯇꯦꯑꯝ
মেক্রোশীংবু,ꯃꯦꯀꯔ꯭ꯣꯁꯤꯡꯕꯨ
এন্টিপার্টম,ꯑꯦꯟꯇꯤꯄꯥꯔꯇꯝ
লাক্মিন্নরে,ꯂꯥꯛꯃꯤꯟꯅꯔꯦ
ইন্দাস্ত্রি,ꯏꯟꯗꯥꯁꯇꯔ꯭ꯤ
মায়োক্নরবদি,ꯃꯥꯌꯣꯛꯅꯔꯕꯗꯤ
কার্দহোল্ডর,ꯀꯥꯔꯗꯍꯣꯜꯗꯔ
ইভেন্টশিংসু,ꯏꯚꯦꯟꯇꯁꯤꯡꯁꯨ
সর্ভিসশিংগী,ꯁꯔꯚꯤꯁꯁꯤꯡꯒꯤ
খুৎশুখুৎলায়,ꯈꯨꯠꯁꯨꯈꯨꯠꯂꯥꯌ
ত্রাফিকিংগী,ꯇꯔ꯭ꯥꯐꯤꯀꯤꯡꯒꯤ
সেক্টরশীংগী,ꯁꯦꯛꯇꯔꯁꯤꯡꯒꯤ
পরেংশীংদুগী,ꯄꯔꯦꯡꯁꯤꯡꯗꯨꯒꯤ
পেথোলোজিষ্ট,ꯄꯦꯊꯣꯂꯣꯖꯤꯁꯇ
লৈহেক্নরুরে,ꯂꯩꯍꯦꯛꯅꯔꯨꯔꯦ
পায়খৎলিবশীং,ꯄꯥꯌꯈꯠꯂꯤꯕꯁꯤꯡ
য়েন্নখিদ্রে,ꯌꯦꯟꯅꯈꯤꯗꯔ꯭ꯦ
দিসকাউন্টকী,ꯗꯤꯁꯀꯥꯎꯟꯇꯀꯤ
নুংশিনিংঙাই,ꯅꯨꯡꯁꯤꯅꯤꯡꯉꯥꯏ
দাইএগ্নোসিস,ꯗꯥꯏꯑꯦꯒꯅꯣꯁꯤꯁ
কাউন্সেল্লর,ꯀꯥꯎꯟꯁꯦꯜꯂꯔ
মুৎখিগদবদগী,ꯃꯨꯠꯈꯤꯒꯗꯕꯗꯒꯤ
য়ুনিভর্সিটী,ꯌꯨꯅꯤꯚꯔꯁꯤꯇꯤ
মেন্যুবেঙ্ক,ꯃꯦꯅꯌ꯭ꯨꯕꯦꯡꯀ
ৱাহংশিংদুবু,ꯋꯥꯍꯪꯁꯤꯡꯗꯨꯕꯨ
শোক্নরুরবদি,ꯁꯣꯛꯅꯔꯨꯔꯕꯗꯤ
চিংথবদুবুসু,ꯆꯤꯡꯊꯕꯗꯨꯕꯨꯁꯨ
খুত্শাংবীবু,ꯈꯨꯠꯁꯥꯡꯕꯤꯕꯨ
মাল্লিবসিদি,ꯃꯥꯜꯂꯤꯕꯁꯤꯗꯤ
লুচিংবশীংগী,ꯂꯨꯆꯤꯡꯕꯁꯤꯡꯒꯤ
সেপ্টে্ম্বর,ꯁꯦꯞꯇꯦꯃꯕꯔ
অহোবাহায়বদি,ꯑꯍꯣꯕꯥꯍꯥꯌꯕꯗꯤ
থাবীরক্কনু,ꯊꯥꯕꯤꯔꯛꯀꯅꯨ
দিফিসিএন্সি,ꯗꯤꯐꯤꯁꯤꯑꯦꯟꯁꯤ
কন্সোলিদেসন,ꯀꯟꯁꯣꯂꯤꯗꯦꯁꯟ
কন্ট্রাক্সন,ꯀꯟꯇꯔ꯭ꯥꯛꯁꯟ
ষ্ট্রাইক্তা,ꯁꯇ꯭ꯔ꯭ꯥꯏꯛꯇꯥ
হায়দ্রবাদকী,ꯍꯥꯌꯗꯔ꯭ꯕꯥꯗꯀꯤ
টেলিভিজন্দা,ꯇꯦꯂꯤꯚꯤꯖꯟꯗꯥ
পাংদ্রিঙৈগী,ꯄꯥꯡꯗꯔ꯭ꯤꯉꯩꯒꯤ
ইলিজিবিলিতি,ꯏꯂꯤꯖꯤꯕꯤꯂꯤꯇꯤ
হন্থহন্নবগী,ꯍꯟꯊꯍꯟꯅꯕꯒꯤ
থোক্নরক্এদো,ꯊꯣꯛꯅꯔꯛꯑꯦꯗꯣ
কম্যুনিটিগী,ꯀꯃꯌ꯭ꯨꯅꯤꯇꯤꯒꯤ
খুন্নাইথৌগল,ꯈꯨꯟꯅꯥꯏꯊꯧꯒꯜ
হায়রিবশীংগী,ꯍꯥꯌꯔꯤꯕꯁꯤꯡꯒꯤ
অমোৎঅকায়শীং,ꯑꯃꯣꯠꯑꯀꯥꯌꯁꯤꯡ
ফুক্তোক্কনু,ꯐꯨꯛꯇꯣꯛꯀꯅꯨ
ইন্টিগ্রেসন,ꯏꯟꯇꯤꯒꯔ꯭ꯦꯁꯟ
প্রমোসন্নেল,ꯄꯔ꯭ꯃꯣꯁꯟꯅꯦꯜ
শেহল্লক্তে,ꯁꯦꯍꯜꯂꯛꯇꯦ
রবিন্দ্রনাথ,ꯔꯕꯤꯟꯗꯔ꯭ꯅꯥꯊ
শোক্তোক্পবু,ꯁꯣꯛꯇꯣꯛꯄꯕꯨ
লংথোক্কদবনি,ꯂꯪꯊꯣꯛꯀꯗꯕꯅꯤ
লক্নবীগদবনি,ꯂꯛꯅꯕꯤꯒꯗꯕꯅꯤ
চংহল্লোইদগে,ꯆꯪꯍꯜꯂꯣꯏꯗꯒꯦ
য়ূম্দোন্পোক,ꯌꯨꯝꯗꯣꯟꯄꯣꯛ
মহৈরোইশিংসু,ꯃꯍꯩꯔꯣꯏꯁꯤꯡꯁꯨ
লাইসেন্সশীং,ꯂꯥꯏꯁꯦꯟꯁꯁꯤꯡ
এৱার্দৱিনিং,ꯑꯦꯋꯥꯔꯗꯋꯤꯅꯤꯡ
কম্পাউন্দনি,ꯀꯝꯄꯥꯎꯟꯗꯅꯤ
মহারস্ত্রগী,ꯃꯍꯥꯔꯁꯇꯔ꯭ꯒꯤ
তৌথোরক্পদগী,ꯇꯧꯊꯣꯔꯛꯄꯗꯒꯤ
মোদেলিটিশীং,ꯃꯣꯗꯦꯂꯤꯇꯤꯁꯤꯡ
নুংঙাইহল্লে,ꯅꯨꯡꯉꯥꯏꯍꯜꯂꯦ
অন্তরজাতীগী,ꯑꯟꯇꯔꯖꯥꯇꯤꯒꯤ
মায়পাক্নবগী,ꯃꯥꯌꯄꯥꯛꯅꯕꯒꯤ
ইন্দষ্ট্রি,ꯏꯟꯗꯁꯇꯔ꯭ꯤ
বেনেফিসিএসন,ꯕꯦꯅꯦꯐꯤꯁꯤꯑꯦꯁꯟ
চেল্লোইদবনি,ꯆꯦꯜꯂꯣꯏꯗꯕꯅꯤ
মিল্টেফোসিন,ꯃꯤꯜꯇꯦꯐꯣꯁꯤꯟ
খুদোংথীবশীং,ꯈꯨꯗꯣꯡꯊꯤꯕꯁꯤꯡ
ব্রুসিলোসিস,ꯕꯔ꯭ꯨꯁꯤꯂꯣꯁꯤꯁ
দাইরেক্টরেৎ,ꯗꯥꯏꯔꯦꯛꯇꯔꯦꯠ
পর্টিসিপেসন,ꯄꯔꯇꯤꯁꯤꯄꯦꯁꯟ
ইনিসিএতিভকী,ꯏꯅꯤꯁꯤꯑꯦꯇꯤꯚꯀꯤ
সর্ভিসশীংসু,ꯁꯔꯚꯤꯁꯁꯤꯡꯁꯨ
সর্ক্যুলেসন,ꯁꯔꯀꯌ꯭ꯨꯂꯦꯁꯟ
মহৈরোইশিংবু,ꯃꯍꯩꯔꯣꯏꯁꯤꯡꯕꯨ
চুরাচাঃদপুর,ꯆꯨꯔꯥꯆꯥঃꯗꯄꯨꯔ
নুমিত্তুদসু,ꯅꯨꯃꯤꯠꯇꯨꯗꯁꯨ
সিষ্টেমেতিক,ꯁꯤꯁꯇꯦꯃꯦꯇꯤꯛ
শাজিল্লিবসি,ꯁꯥꯖꯤꯜꯂꯤꯕꯁꯤ
কন্সেপ্টশীং,ꯀꯟꯁꯦꯞꯇꯁꯤꯡ
হায়্নরুরবদি,ꯍꯥꯌꯅꯔꯨꯔꯕꯗꯤ
ইলিজিবিলিটি,ꯏꯂꯤꯖꯤꯕꯤꯂꯤꯇꯤ
য়ান্মিন্নবী,ꯌꯥꯟꯃꯤꯟꯅꯕꯤ
হায়্রিবসিনি,ꯍꯥꯌꯔ꯭ꯤꯕꯁꯤꯅꯤ
কর্মচারিশীং,ꯀꯔꯃꯆꯥꯔꯤꯁꯤꯡ
লেপ্পীগদবনি,ꯂꯦꯞꯄꯤꯒꯗꯕꯅꯤ
রেসিদেন্টগী,ꯔꯦꯁꯤꯗꯦꯟꯇꯒꯤ
য়ুনিভর্সিটি,ꯌꯨꯅꯤꯚꯔꯁꯤꯇꯤ
শুম্হত্খ্রে,ꯁꯨꯝꯍꯠꯈꯔ꯭ꯦ
রিক্যুইজিসন,ꯔꯤꯀꯌ꯭ꯨꯏꯖꯤꯁꯟ
ইন্টেষ্টাইন,ꯏꯟꯇꯦꯁꯇꯥꯏꯟ
পোলিসিশীংগী,ꯄꯣꯂꯤꯁꯤꯁꯤꯡꯒꯤ
অশীঅনাশীংগী,ꯑꯁꯤꯑꯅꯥꯁꯤꯡꯒꯤ
আর্টিফিসিএল,ꯑꯥꯔꯇꯤꯐꯤꯁꯤꯑꯦꯜ
মেসেঞ্জরশীং,ꯃꯦꯁꯦꯟꯖꯔꯁꯤꯡ
কঞ্জার্ভেসন,ꯀꯟꯖꯥꯔꯚꯦꯁꯟ
এগ্রোসর্ভিস,ꯑꯦꯒꯔ꯭ꯣꯁꯔꯚꯤꯁ
চাওজখ্রগনি,ꯆꯥꯑꯣꯖꯈꯔ꯭ꯒꯅꯤ
ইঃদষ্ট্রিগী,ꯏঃꯗꯁꯇꯔ꯭ꯤꯒꯤ
শন্দোক্নবগী,ꯁꯟꯗꯣꯛꯅꯕꯒꯤ
হক্তিন্নবগী,ꯍꯛꯇꯤꯟꯅꯕꯒꯤ
খুদোংচাগদগে,ꯈꯨꯗꯣꯡꯆꯥꯒꯗꯒꯦ
এক্যুইয়ারিং,ꯑꯦꯀꯌ꯭ꯨꯏꯌꯥꯔꯤꯡ
দোর্মেন্টগী,ꯗꯣꯔꯃꯦꯟꯇꯒꯤ
প্রোটেক্তিভ,ꯄꯔ꯭ꯣꯇꯦꯛꯇꯤꯚ
শক্নাইরবশিং,ꯁꯛꯅꯥꯏꯔꯕꯁꯤꯡ
সিল্লেবসশিং,ꯁꯤꯜꯂꯦꯕꯁꯁꯤꯡ
শেন্নরিবশীং,ꯁꯦꯟꯅꯔꯤꯕꯁꯤꯡ
